ID,Shape,Color,Time,Height,Favorite Activity,Age Group,Zip Code,Time$$areaSize,Height$$areaSize,Favorite Activity$$color,Age Group$$color,Zip Code$$latitude,Zip Code$$longitude,Fixed,Fixed$$color,Fixed$$strokeColor,Fixed$$areaSize,Fixed$$strokeWidth
91,star,#0707D2,1.09,49,Sports,Kid,47401,142.41,355.21,#66a61e,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
90,square,#33820D,1.43,63,Gaming,Pre-Teen,47401,155.64,428.13,#e7298a,#1f78b4,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
89,diamond,#D372D2,1.68,56,Art,Kid,47401,165.37,391.67,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
88,diamond,#55D4D2,0.55,53,Art,Kid,47401,121.4,376.04,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
87,star,#0707D2,,47,Gaming,Kid,47401,100,344.79,#e7298a,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
86,cross,#55D4D2,1.31,61,Gaming,Pre-Teen,47401,150.97,417.71,#e7298a,#1f78b4,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
85,triangle-up,#D372D2,2.9,36,Gaming,Kid,47401,212.84,287.5,#e7298a,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
84,triangle-up,#33820D,1.67,52,Art,Pre-Teen,47401,164.98,370.83,#7570b3,#1f78b4,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
83,cross,#D30706,0.82,56,Gaming,Pre-Teen,47421,131.91,391.67,#e7298a,#1f78b4,38.8729,-86.4871,Fixed,#000000,#000000,125,1.5
82,triangle-up,#33820D,1.73,55,Art,Pre-Teen,47421,167.32,386.46,#7570b3,#1f78b4,38.8729,-86.4871,Fixed,#000000,#000000,125,1.5
81,star,#0707D2,1.83,54,Cooking,Pre-Teen,47459,171.21,381.25,#7570b3,#1f78b4,39.119,-86.7378,Fixed,#000000,#000000,125,1.5
80,star,#55D4D2,0.58,51,Cooking,Kid,47401,122.57,365.63,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
79,diamond,#D3D406,4.05,40,Cooking,Kid,47401,257.59,308.33,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
78,diamond,#D39827,4.01,36,Sports,Kid,47401,256.03,287.5,#66a61e,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
77,cross,#33820D,4.24,36,Cooking,Kid,47401,264.98,287.5,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
76,cross,#33820D,4.43,36,Cooking,Kid,47401,272.37,287.5,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
75,triangle-up,#8E1BCE,12.85,36,Art,Kid,47401,600,287.5,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
74,,#55D4D2,1.66,49,Sports,Pre-Teen,47401,164.59,355.21,#66a61e,#1f78b4,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
73,star,#0707D2,4.63,36,Gaming,Kid,47401,280.16,287.5,#e7298a,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
72,cross,#0707D2,1.24,72,Sports,Adult,47404,148.25,475,#66a61e,#e31a1c,39.195,-86.5757,Fixed,#000000,#000000,125,1.5
71,star,#33820D,2.11,70,Gaming,Adult,47401,182.1,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
70,star,#D372D2,2.19,50,Art,Kid,47408,185.21,360.42,#7570b3,#a6cee3,39.2303,-86.4692,Fixed,#000000,#000000,125,1.5
69,star,#33820D,2.7,70,Gaming,Adult,47401,205.06,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
68,triangle-up,#0707D2,3.39,72,Cooking,Adult,47404,231.91,475,#7570b3,#e31a1c,39.195,-86.5757,Fixed,#000000,#000000,125,1.5
67,star,#8E1BCE,8.63,36,Art,Kid,47401,435.8,287.5,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
66,star,#D372D2,0.89,36,Art,Kid,47401,134.63,287.5,#7570b3,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
65,triangle-up,#0707D2,2.16,36,Gaming,Kid,47401,184.05,287.5,#e7298a,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
64,triangle-up,#0707D2,2.19,36,Gaming,Kid,47401,185.21,287.5,#e7298a,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
63,triangle-up,#0707D2,2.5,36,Gaming,Kid,47401,197.28,287.5,#e7298a,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
62,cross,#8E1BCE,1.36,49,Sports,Kid,47401,152.92,355.21,#66a61e,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
61,triangle-up,#D372D2,8.81,50,Sports,Kid,47401,442.8,360.42,#66a61e,#a6cee3,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
60,diamond,#0707D2,0.88,63,Sports,Adult,47401,134.24,428.13,#66a61e,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
59,cross,#8E1BCE,1.49,49,Sports,Pre-Teen,47401,157.98,355.21,#66a61e,#1f78b4,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
58,diamond,#0707D2,0.58,63,Sports,Adult,47401,122.57,428.13,#66a61e,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
57,star,#33820D,0.96,70,Gaming,Adult,47401,137.35,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
56,star,#55D4D2,1.85,65,Cooking,Teen,47401,171.98,438.54,#7570b3,#fb9a99,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
55,star,#33820D,1.99,70,Gaming,Adult,47401,177.43,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
54,diamond,#D3D406,1.43,71,Sports,Adult,47401,155.64,469.79,#66a61e,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
53,star,#33820D,1.92,70,Gaming,Adult,47401,174.71,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
52,star,#33820D,1.94,70,Gaming,Adult,47401,175.49,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
51,star,#33820D,2.71,70,Gaming,Adult,47401,205.45,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
50,star,#33820D,2.61,70,Gaming,Adult,47401,201.56,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
49,star,#33820D,2.88,70,Gaming,Adult,47401,212.06,464.58,#e7298a,#e31a1c,39.1401,-86.5083,Fixed,#000000,#000000,125,1.5
